CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
622,Spain,Female,41,9,0.0,2,1,1,155786.39
585,France,Female,28,6,105795.9,1,1,1,41219.09
517,Spain,Female,29,5,0.0,2,1,0,103402.88
722,France,Female,49,3,168197.66,1,1,0,140765.57
775,Germany,Male,36,2,109949.05,2,0,1,71682.54
652,Spain,Female,38,1,103895.31,1,0,1,159649.44
769,France,Male,51,9,156773.78,2,1,0,40257.79
615,France,Male,39,4,133707.09,1,1,1,108152.75
754,France,Male,39,3,74896.33,1,0,0,34430.16
785,France,Male,28,8,0.0,2,1,0,77231.27
730,Spain,Male,25,5,167385.81,1,1,1,56307.51
627,France,Male,32,10,0.0,2,1,0,103287.62
677,France,Male,36,4,0.0,2,1,0,7824.31
612,Germany,Female,58,1,149641.53,1,1,1,115161.28
719,France,Male,49,5,105918.1,1,1,1,16246.59
537,France,Male,39,2,0.0,2,1,1,137651.6
652,France,Female,37,4,0.0,2,1,0,143393.24
827,Spain,Female,35,0,0.0,2,0,1,184514.01
690,Germany,Male,31,2,137260.45,2,1,0,55387.28
640,France,Female,42,5,176099.13,1,1,1,8404.73
609,France,Male,48,1,108019.27,3,1,1,184524.65
682,France,Male,30,9,0.0,2,1,1,2053.42
512,Spain,Female,35,5,124580.69,1,1,1,18785.48
725,France,Male,45,1,129855.32,1,0,0,24218.65
737,France,Male,44,7,0.0,2,0,0,57898.58
587,Germany,Male,46,9,107850.82,1,1,0,139431.0
543,France,Female,32,7,147256.86,1,1,0,112771.95
723,France,Male,28,4,0.0,2,1,1,123885.88
713,France,Male,36,8,133889.35,1,1,1,143265.65
681,Germany,Male,48,5,139714.4,2,0,0,73066.72
756,Germany,Male,41,2,124439.49,2,0,1,47093.11
711,France,Female,29,9,0.0,2,0,1,3234.8
507,Germany,Male,40,3,120105.43,1,1,0,92075.01
729,France,Female,32,9,0.0,2,0,0,150803.44
787,France,Male,51,0,58137.08,1,0,1,142538.31
740,Spain,Male,43,9,0.0,1,1,0,199290.68
739,Germany,Male,45,7,102703.62,1,0,1,147802.94
694,Spain,Female,35,7,0.0,1,1,0,133570.43
568,Germany,Female,29,2,129177.01,2,0,1,104617.99
567,Germany,Male,40,7,122265.24,1,1,0,138552.74
593,Germany,Female,39,8,151391.68,1,1,0,27274.6
610,Germany,Male,36,7,115462.02,1,0,1,42581.04
578,France,Male,59,10,185966.64,1,0,0,9445.42
669,Germany,Female,30,7,139872.81,1,1,0,188795.85
684,Germany,Female,48,10,126384.42,1,1,1,198129.36
511,France,Female,33,3,0.0,2,1,0,132436.71
619,Spain,Female,41,8,0.0,3,1,1,79866.73
803,Germany,Female,50,8,98173.02,1,0,0,22457.25
790,Germany,Male,42,1,85839.62,1,1,0,198182.73
762,Germany,Male,56,10,100260.88,3,1,1,77142.42
798,France,Male,32,7,0.0,2,0,1,37731.95
691,France,Male,58,3,0.0,1,0,1,194930.3
696,Spain,Male,28,8,0.0,1,0,0,176713.47
600,Germany,Male,57,9,138456.03,2,1,1,103548.25
650,Germany,Male,26,4,214346.96,2,1,0,128815.33
743,Germany,Male,65,2,131935.51,1,1,1,96399.67
706,Germany,Female,56,3,139603.22,1,1,1,86383.61
544,Germany,Male,37,2,79731.91,1,1,1,57558.95
662,France,Male,31,3,0.0,2,0,1,27731.05
785,Germany,Female,33,6,127211.45,1,0,0,191961.83
740,France,Female,51,4,0.0,2,1,1,178929.84
675,Spain,Female,40,8,79035.95,1,1,0,142783.98
431,Germany,Female,44,2,138843.7,1,1,0,37688.31
811,Spain,Male,39,7,0.0,2,1,1,177519.39
654,France,Male,40,6,0.0,1,0,0,183872.88
806,France,Male,34,5,113958.55,1,0,1,32125.98
644,Spain,Male,26,8,96659.64,2,1,1,138775.69
539,Germany,Female,43,3,116220.5,3,1,0,55803.96
687,Germany,Female,41,2,154007.21,1,1,0,158408.23
607,Germany,Male,36,10,106702.94,2,0,0,198313.69
530,Spain,Female,36,2,0.0,2,1,1,14721.8
636,Germany,Female,31,9,80844.69,2,1,1,74641.9
594,France,Female,31,9,0.0,1,0,1,5719.11
629,France,Male,39,2,129669.32,2,1,0,82774.07
443,France,Male,44,2,0.0,1,1,0,159165.7
837,Germany,Male,35,0,144037.6,1,1,0,145325.32
625,Germany,Female,49,4,128504.76,1,1,0,126812.63
789,France,Female,27,8,66201.96,1,1,1,79458.12
525,France,Female,25,6,0.0,2,1,0,89566.64
647,Germany,Female,33,3,168560.46,2,0,0,90270.16
774,France,Male,40,9,93017.47,2,1,0,191608.97
627,Spain,Female,35,7,0.0,1,1,0,187718.26
649,France,Female,35,4,108306.44,1,1,1,192486.24
674,Germany,Female,27,4,111568.01,1,0,1,22026.18
560,Spain,Female,31,5,125341.69,1,1,0,79547.39
532,Spain,Female,37,5,0.0,2,0,1,6761.84
687,France,Female,72,9,0.0,1,0,1,69829.4
772,Germany,Male,42,3,75075.31,2,1,0,92888.52
620,Spain,Female,43,2,0.0,2,1,0,20670.1
520,France,Female,46,10,85216.61,1,1,0,117369.52
638,France,Male,57,6,0.0,1,1,0,33676.48
583,Germany,Male,35,8,149995.72,2,1,0,42143.55
438,Germany,Male,59,7,127197.14,1,1,0,51565.98
586,Germany,Female,47,5,157099.47,2,1,1,65481.86
704,Spain,Male,24,10,122109.78,1,1,1,127654.37
822,Germany,Female,46,3,115074.02,2,1,0,26249.86
602,Spain,Female,42,1,138912.17,1,1,1,139494.75
542,Spain,Female,26,2,0.0,2,1,1,54869.54
815,France,Female,56,3,0.0,3,1,1,94248.16
582,France,Male,31,2,0.0,2,1,1,33747.03
704,France,Male,36,7,120026.98,2,0,1,100601.73
802,Spain,Male,40,4,0.0,2,1,1,81908.09
670,Spain,Male,25,6,0.0,2,1,1,78358.94
724,Germany,Male,33,5,103564.83,2,1,0,121085.72
575,Spain,Male,53,1,84903.33,2,0,1,26015.8
581,Germany,Male,38,1,133105.47,1,1,0,105732.9
755,France,Male,23,5,84284.48,2,1,1,62851.6
707,Spain,Female,52,7,0.0,1,1,0,109688.82
587,France,Male,40,2,0.0,4,0,1,106174.7
568,France,Male,30,8,73054.37,2,1,1,27012.0
520,Spain,Male,45,7,107023.03,1,1,0,32903.93
795,France,Female,40,2,101891.1,1,1,1,183044.86
632,France,Male,32,6,111589.33,1,1,1,170382.99
470,Spain,Female,48,6,140576.11,1,1,1,116971.05
764,France,Female,24,7,106234.02,1,0,0,115676.38
850,Germany,Female,35,7,114285.2,1,0,1,129660.59
720,Spain,Male,64,3,45752.78,2,1,0,79623.28
606,Germany,Male,65,10,126306.64,3,0,0,7861.68
509,Spain,Female,25,3,108738.71,2,1,0,106920.57
601,France,Female,43,2,0.0,1,1,0,49713.87
757,France,Female,44,4,123322.15,1,1,0,137136.29
679,Spain,Female,35,8,119182.73,1,0,0,121210.09
645,Germany,Female,31,1,128927.93,1,1,1,2850.01
710,Germany,Male,49,10,129164.88,1,1,1,193266.72
678,Spain,Male,28,5,138668.18,1,1,1,54144.01
640,Germany,Male,45,8,120591.19,1,0,0,195123.94
591,Spain,Male,39,8,0.0,2,0,0,42392.24
645,Spain,Female,29,4,0.0,2,1,1,74346.11
636,France,Male,44,2,0.0,2,0,0,86414.41
439,Spain,Female,32,3,138901.61,1,1,0,75685.97
808,Germany,Male,39,3,124216.93,1,0,1,171442.36
496,France,Male,30,0,90963.49,1,0,1,27802.0
627,Germany,Male,23,5,184244.86,1,1,0,103099.22
484,Germany,Male,54,3,134388.11,1,0,0,49954.79
728,Germany,Male,45,3,108924.33,2,1,0,84300.4
730,France,Female,22,9,65763.57,1,1,1,145792.01
491,Germany,Male,26,4,102251.14,1,1,1,145900.89
725,France,Male,66,4,86459.8,1,1,1,141476.56
516,France,Male,37,8,0.0,1,1,0,101834.58
547,Germany,Male,50,3,81290.02,3,0,1,177747.03
501,Germany,Male,38,9,88977.39,2,0,1,133403.07
415,France,Male,46,9,134950.19,3,0,0,178587.36
674,Germany,Female,36,6,100762.64,1,1,0,182156.86
573,Spain,Male,38,4,0.0,2,1,1,196517.43
571,France,Male,44,9,0.0,2,0,0,38433.35
508,France,Female,43,9,0.0,1,1,0,103726.71
649,France,Female,36,8,0.0,2,0,1,109179.89
729,Germany,Male,39,6,127415.85,1,1,1,184977.2
671,Germany,Female,48,9,116711.06,2,0,0,76373.38
694,Spain,Male,39,0,107042.74,1,1,1,102284.2
552,Germany,Male,39,2,132906.88,1,0,1,149384.43
669,Spain,Female,33,8,0.0,2,0,1,128538.05
832,Spain,Female,34,6,138190.13,2,0,1,146511.2
613,France,Female,29,6,185709.28,2,1,1,77242.19
414,Spain,Male,60,3,0.0,2,1,1,93844.82
541,France,Male,37,9,212314.03,1,0,1,148814.54
584,Spain,Male,32,9,85534.83,1,0,0,169137.24
660,Germany,Male,41,1,129901.21,1,1,0,26025.6
711,Spain,Male,42,3,177626.77,3,0,1,16392.72
513,Spain,Female,42,10,0.0,2,0,1,73151.25
850,France,Male,33,8,73059.38,1,1,1,186281.0
673,Spain,Female,37,8,0.0,2,1,1,183318.79
830,Spain,Male,40,4,0.0,2,0,1,81622.52
686,France,Male,37,9,134560.62,1,1,0,27596.39
512,Spain,Male,33,3,176666.62,1,1,0,94670.77
568,Germany,Male,26,1,112930.28,2,1,0,22095.73
704,France,Female,40,6,95452.89,1,0,1,179964.55
589,Germany,Male,38,8,92219.21,1,1,0,99106.97
679,France,Male,39,0,86843.61,1,0,1,159830.58
418,France,Female,46,9,0.0,1,1,1,81014.5
728,France,Male,37,3,122689.51,2,0,0,106977.53
540,Germany,Male,35,7,127801.88,1,0,1,84239.46
579,France,Female,26,10,162482.76,1,1,1,18458.2
564,Germany,Female,32,10,139875.2,2,1,0,15378.23
540,Spain,Male,28,8,0.0,2,0,0,197588.32
682,Spain,Female,59,0,122661.39,1,0,1,84803.76
604,France,Male,31,6,134837.58,1,1,0,192029.19
604,France,Female,40,1,0.0,2,1,0,123207.17
633,France,Female,29,7,169988.35,1,1,0,4272.0
823,France,Female,44,1,0.0,2,0,1,182495.7
432,France,Female,27,6,62339.81,2,0,0,53874.67
640,Spain,Female,34,3,77826.8,1,1,1,168544.85
698,Germany,Male,52,10,107304.39,3,1,0,28806.32
804,France,Male,25,7,108396.67,1,1,0,128276.95
551,France,Female,36,5,0.0,1,1,0,183479.12
502,France,Female,42,8,159660.8,3,1,0,113931.57
551,France,Male,42,1,50194.59,1,1,1,23399.58
850,France,Male,31,4,0.0,2,0,0,152298.28
734,France,Male,30,3,0.0,2,1,0,107640.25
681,Spain,Male,65,7,134714.7,2,0,1,190419.81
569,Germany,Female,32,8,145330.43,1,1,1,132038.65
610,France,Female,31,6,107784.65,1,1,1,141137.53
708,France,Female,34,4,0.0,1,1,1,62868.33
554,France,Male,24,10,0.0,1,0,0,92180.62
754,Spain,Female,50,7,146777.44,2,0,1,150685.52
617,France,Female,27,4,0.0,2,0,0,190269.21
850,France,Female,39,2,0.0,2,1,0,179451.42
665,Spain,Male,38,9,0.0,1,0,1,87412.74
497,Germany,Female,32,8,111537.23,4,1,1,9497.99
515,France,Female,28,9,0.0,2,0,0,94141.75
769,France,Male,29,2,123757.52,2,1,0,84872.66
646,Germany,Male,39,6,121681.91,2,0,1,61793.47
534,France,Male,27,9,0.0,2,1,0,161344.13
777,Germany,Female,34,5,96693.66,1,1,1,172618.52
490,Spain,Female,38,3,97266.1,1,1,1,92797.23
530,Germany,Male,23,1,137060.88,2,1,1,165227.23
660,France,Male,41,3,0.0,2,1,1,108665.89
422,Spain,Female,54,4,0.0,2,1,1,7166.71
559,Germany,Female,28,3,152264.81,1,0,0,64242.31
695,France,Female,42,0,0.0,2,0,1,140724.64
824,Germany,Male,77,3,27517.15,2,0,1,2746.41
696,France,Male,34,9,150856.79,1,0,1,8236.78
499,France,Female,28,4,141792.61,1,1,1,22001.91
568,France,Male,33,7,0.0,2,1,0,143450.61
508,France,Male,49,1,93817.41,2,1,1,132468.76
671,Germany,Male,28,8,119859.52,2,1,0,125422.66
667,Spain,Female,34,5,0.0,2,1,0,163830.64
850,Germany,Female,33,7,134678.13,1,1,0,113177.95
707,France,Male,35,2,0.0,3,1,1,94148.3
781,France,Female,27,5,0.0,2,0,0,72969.9
718,France,Male,27,2,0.0,2,0,0,26229.24
549,France,Female,29,8,0.0,2,1,1,189558.44
563,Spain,Male,61,1,82182.1,1,1,0,106826.92
596,Germany,Male,54,1,123544.0,1,1,1,120314.75
675,Spain,Male,32,8,197436.82,1,1,1,52710.7
509,France,Male,26,10,0.0,2,1,1,6177.83
515,Spain,Male,35,10,176273.95,1,0,1,121277.78
628,Germany,Female,30,9,132351.29,2,1,1,74169.13
682,France,Male,61,10,73688.2,1,1,1,172141.33
643,France,Female,31,3,167949.48,1,1,0,143162.34
464,Spain,Female,34,5,76001.57,1,1,1,158668.87
763,Germany,Female,32,1,108465.65,2,1,0,60552.44
570,France,Male,32,9,117337.54,2,0,1,62810.91
500,Spain,Female,50,5,0.0,4,1,1,83866.35
655,Germany,Female,37,4,108862.76,1,1,0,79555.08
651,France,Male,28,10,79562.98,1,1,1,74687.37
663,France,Female,33,2,0.0,2,1,0,153295.0
677,France,Female,37,3,0.0,2,1,1,38252.25
684,Germany,Male,37,4,138476.41,2,1,1,52367.29
494,France,Female,35,9,112727.06,2,1,0,183752.91
748,Spain,Male,60,3,0.0,2,1,1,78194.37
596,Spain,Male,20,3,187294.46,1,1,0,103456.47
660,Germany,Male,46,5,109019.65,2,1,1,33680.56
670,Germany,Male,40,2,164948.98,3,0,0,177028.0
850,France,Female,28,9,0.0,2,1,0,185821.41
725,France,Male,46,6,0.0,2,1,0,161767.38
676,France,Male,20,1,80569.73,1,0,0,68621.98
699,France,Male,39,2,109724.38,1,1,1,180022.39
704,France,Male,50,4,165438.26,1,1,0,120770.75
687,France,Male,48,4,0.0,2,1,1,170893.85
607,Spain,Female,32,7,0.0,3,0,1,10674.62
481,France,Male,37,8,152303.66,2,1,1,175082.2
708,Germany,Male,37,8,153366.13,1,1,1,26912.34
657,France,Female,37,6,95845.6,1,1,0,122218.23
686,France,Male,41,5,128876.71,3,1,1,106939.34
519,France,Male,39,1,97700.02,1,1,1,30709.03
762,Germany,Male,34,4,88815.56,2,1,0,68562.26
473,France,Female,33,5,125827.43,1,0,1,145698.73
690,France,Male,21,8,0.0,2,1,1,155782.89
709,Germany,Male,34,4,148375.19,2,1,1,21521.38
651,Spain,Female,36,8,0.0,2,1,0,91652.43
690,France,Male,54,5,0.0,1,1,0,12847.61
598,Spain,Female,35,8,0.0,3,0,1,88658.73
599,Germany,Male,38,9,89111.63,1,0,0,157239.6
585,France,Female,30,6,0.0,2,1,1,137757.69
561,France,Male,37,5,0.0,2,1,0,83093.25
538,Spain,Female,42,9,0.0,1,0,0,152855.96
662,France,Male,44,8,0.0,2,1,1,175314.87
667,France,Male,31,1,119266.69,1,1,1,28257.63
568,Spain,Male,28,1,127289.28,1,0,0,45611.51
773,Spain,Male,52,2,0.0,2,1,0,57337.79
555,France,Male,55,4,146798.81,1,1,1,74149.77
674,Germany,Female,44,4,131593.85,1,0,1,171345.02
588,Germany,Female,48,1,143279.58,2,1,0,31580.8
521,France,Female,32,2,136555.01,2,1,1,129353.21
450,Spain,Female,46,5,177619.71,1,1,0,54227.06
560,Spain,Female,28,1,0.0,2,1,1,120880.72
625,France,Female,52,2,79468.96,1,1,1,84606.03
623,France,Female,34,9,0.0,1,1,0,24255.21
628,France,Female,50,4,143054.56,1,0,1,109608.81
544,France,Female,33,6,0.0,2,1,1,124113.04
682,Germany,Female,35,2,117438.92,2,1,1,16910.98
628,Spain,Male,43,3,184926.61,1,1,0,122937.57
634,France,Female,45,2,0.0,4,1,0,101039.53
696,Spain,Male,24,9,0.0,1,0,0,10883.52
611,Spain,Male,46,6,0.0,2,1,0,45886.33
550,France,Male,44,9,0.0,2,1,0,26257.01
613,Spain,Male,29,0,0.0,2,0,1,133897.32
655,Germany,Male,37,9,121342.24,1,1,1,180241.44
651,France,Female,41,4,38617.2,1,1,1,104876.8
676,France,Female,41,4,101457.14,1,1,1,79101.67
604,Spain,Male,41,3,0.0,1,0,0,11819.84
517,Spain,Male,46,4,0.0,1,1,0,22372.78
624,France,Male,44,3,0.0,2,1,0,88407.51
721,France,Male,42,4,102936.72,1,0,0,1187.88
712,Germany,Male,43,1,141749.74,2,0,1,90905.26
671,Germany,Male,45,6,99564.22,1,1,1,108872.45
657,Spain,Female,37,0,163607.18,1,0,1,44203.55
753,Spain,Male,51,4,79811.72,2,0,1,68260.27
463,France,Male,35,2,101257.16,1,1,1,118113.64
604,Spain,Female,28,6,0.0,2,1,1,69056.26
638,Germany,Female,37,7,124513.66,2,1,0,158610.89
821,Germany,Female,31,2,68927.57,1,1,1,25445.0
641,France,Female,38,3,0.0,2,1,0,116466.19
655,France,Female,26,7,106198.5,1,0,1,32020.42
698,France,Female,37,2,166178.02,2,1,1,71972.95
589,Germany,Female,41,7,92618.62,1,1,1,101178.85
681,Germany,Female,48,8,139480.18,1,1,1,163581.67
647,Spain,Male,28,6,149594.02,2,1,0,102325.19
722,Spain,Female,32,4,0.0,2,1,1,113666.48
644,France,Male,33,2,0.0,1,1,0,96420.58
660,Spain,Female,42,5,0.0,3,1,1,189016.24
529,Spain,Male,63,4,96134.11,3,1,0,108732.96
631,Spain,Male,55,9,99685.06,1,1,0,114474.98
742,France,Female,29,4,0.0,2,1,1,180066.59
563,Spain,Male,24,7,0.0,2,0,0,16319.56
643,Spain,Male,34,6,0.0,2,1,1,116046.22
714,Germany,Male,54,4,137986.58,2,0,1,51308.54
572,Spain,Male,23,2,126873.52,1,0,1,67040.12
556,Germany,Male,37,9,145018.64,2,1,0,90928.02
649,Spain,Male,51,4,0.0,1,1,1,150390.57
557,Spain,Male,36,1,113110.26,1,1,0,98413.1
726,France,Male,34,9,0.0,2,0,0,14121.61
506,France,Male,43,2,0.0,2,1,0,105568.6
821,France,Female,28,8,0.0,1,1,1,36754.13
686,France,Female,41,10,0.0,1,1,0,133086.45
561,France,Female,22,6,186788.96,2,1,0,73286.8
519,France,Female,38,7,125328.56,1,1,0,188225.67
633,France,Male,40,4,150578.0,1,0,1,34670.62
691,Spain,Male,30,9,0.0,2,0,1,10963.04
743,France,Male,39,6,0.0,2,1,0,44265.28
639,France,Female,37,4,116121.84,2,0,1,181850.74
697,France,Male,42,9,132739.26,2,0,0,174667.65
590,France,Female,76,5,160979.68,1,0,1,13848.58
657,Spain,Male,36,8,0.0,2,0,1,123866.43
686,Spain,Male,41,7,102749.72,1,0,1,194913.86
748,France,Female,49,7,29602.08,1,0,0,163550.58
730,France,Female,36,8,148749.29,2,1,0,91830.75
587,France,Female,36,1,134997.49,2,1,0,44688.08
746,Spain,Male,49,7,0.0,2,0,1,10096.25
745,Germany,Male,35,4,98270.34,1,1,0,133617.43
757,Germany,Male,30,6,105128.85,2,1,1,62972.13
812,Spain,Male,38,3,127117.8,2,1,1,174822.74
543,Spain,Male,37,3,0.0,2,1,1,78915.68
724,France,Male,40,6,0.0,2,0,0,106149.48
737,France,Male,28,8,0.0,2,1,0,106390.01
758,Germany,Male,33,0,129142.54,2,1,1,26606.28
651,Germany,Male,37,9,114453.58,1,0,1,175820.91
697,Spain,Male,56,5,110802.03,1,1,1,50230.31
606,Germany,Male,40,1,144757.97,2,1,1,166656.18
706,Spain,Male,29,2,0.0,2,1,1,18255.51
582,France,Male,20,4,0.0,1,1,1,55763.66
660,France,Male,63,8,137841.53,1,1,1,42790.29
578,France,Male,32,4,0.0,2,1,1,141822.8
502,France,Male,37,10,0.0,1,1,1,76642.68
661,Spain,Male,38,7,143006.7,1,1,1,15650.89
642,France,Male,48,9,118317.27,4,0,0,78702.98
646,Spain,Male,69,10,115462.44,1,1,0,40421.87
575,Germany,Male,47,9,107915.94,2,1,1,63452.18
523,Germany,Male,27,8,61688.61,2,1,0,147059.16
485,Germany,Male,34,3,133658.24,1,1,0,70209.83
443,France,Female,35,9,108308.0,1,1,0,129031.19
848,Germany,Male,31,4,90018.45,2,1,0,193132.98
746,France,Male,35,2,172274.01,1,1,0,22374.97
766,France,Female,45,6,0.0,2,0,0,147184.74
696,Germany,Female,66,7,119499.42,2,1,1,174027.3
560,France,Female,27,5,0.0,2,1,0,131919.48
541,France,Male,39,7,0.0,2,1,0,19823.02
611,France,Male,30,2,104145.65,1,0,0,159629.64
736,France,Female,24,0,0.0,2,1,0,109355.73
717,France,Female,41,3,135756.96,1,1,1,103706.41
705,Germany,Female,56,2,143249.67,1,1,0,88428.41
692,France,Male,69,10,154953.94,1,1,1,70849.47
537,France,Male,28,3,157842.07,1,1,0,86911.49
656,France,Male,43,7,134919.85,1,1,0,194691.95
726,France,Male,37,2,132057.92,2,1,0,34743.98
611,France,Female,30,9,88594.14,1,1,0,196332.45
802,Spain,Male,41,6,0.0,2,1,0,47322.05
719,Spain,Female,47,9,116393.59,1,1,0,63051.32
613,Germany,Female,43,10,120481.69,1,0,0,94875.03
773,France,Male,52,4,0.0,1,0,1,144113.42
592,France,Female,38,8,119278.01,2,0,1,19370.73
680,France,Female,43,4,0.0,2,1,1,58761.33
663,France,Male,39,4,0.0,1,1,0,76884.05
587,Germany,Male,35,5,121863.61,1,1,1,23481.69
633,France,Female,30,6,0.0,2,0,0,41642.29
704,Germany,Male,41,4,109026.8,2,1,1,43117.1
781,France,Male,29,9,0.0,2,0,0,172097.4
545,France,Female,32,6,0.0,2,1,1,52067.37
738,Germany,Male,58,2,133745.44,4,1,0,28373.86
834,Germany,Female,68,9,130169.27,2,0,1,93112.2
524,France,Male,32,1,144875.71,1,0,0,187740.04
704,Spain,Male,38,6,106687.76,1,1,0,173776.5
701,France,Male,23,3,0.0,2,1,0,38960.59
734,France,Male,34,6,133598.4,1,1,1,13107.24
695,France,Female,42,7,121453.63,1,0,0,46374.64
680,Germany,Female,48,8,115115.38,1,1,0,139558.6
693,Germany,Male,45,2,116546.59,2,0,0,23140.28
642,France,Male,30,8,117494.27,1,0,0,61977.82
590,Spain,Female,51,10,84474.62,2,1,1,190937.09
700,France,Male,26,4,119009.57,1,1,0,141926.43
616,France,Male,37,5,144235.73,2,0,0,154957.66
476,Germany,Female,34,8,111905.43,1,0,1,197221.81
659,France,Male,31,4,118342.26,1,0,0,161574.19
624,France,Male,42,3,145155.37,1,1,0,72169.95
850,Spain,Male,49,8,0.0,1,0,0,25867.67
586,Spain,Female,28,2,0.0,2,1,1,92067.35
619,France,Female,40,10,0.0,1,1,1,147093.84
543,France,Male,35,5,137482.19,1,0,0,62389.35
594,Germany,Male,38,6,63176.44,2,1,1,14466.08
603,France,Male,43,5,127823.93,1,1,1,19483.35
624,France,Male,36,6,0.0,2,0,0,84635.64
763,Spain,Female,37,6,0.0,2,1,1,149705.25
571,Germany,Female,66,9,111577.01,1,0,1,189271.9
709,France,Female,41,3,150300.65,2,1,0,71672.86
683,France,Female,32,9,0.0,2,1,1,24991.92
695,France,Female,29,9,0.0,2,1,0,111565.45
563,Spain,Female,36,4,143680.47,2,1,1,63531.19
727,France,Male,62,5,0.0,2,0,1,38652.96
528,Spain,Male,43,7,97473.87,2,1,1,159823.16
753,France,Male,32,6,177729.13,1,1,1,161642.08
700,France,Female,30,9,0.0,1,1,1,174971.64
659,France,Female,33,7,89939.62,1,1,0,136540.09
529,Germany,Male,29,4,135759.4,1,0,0,112813.79
621,Germany,Male,27,1,74298.43,1,1,1,52581.96
710,Germany,Male,37,6,135795.63,1,0,1,46523.6
667,France,Female,48,2,0.0,2,1,1,148608.39
613,France,Female,24,7,140453.91,1,1,0,129001.3
665,Germany,Female,45,5,155447.65,2,1,0,51871.95
581,France,Male,28,3,104367.5,1,1,1,29937.75
809,Spain,Female,33,3,0.0,2,0,1,141426.78
700,Spain,Female,40,2,0.0,2,1,0,199753.97
756,France,Male,62,3,0.0,1,1,1,11199.04
850,Spain,Female,39,10,0.0,2,1,1,143030.09
727,Germany,Male,58,5,106913.43,1,1,0,25881.0
486,Spain,Male,27,7,0.0,2,1,0,28823.04
623,Spain,Female,40,4,0.0,3,1,0,31669.18
653,Spain,Female,38,9,149571.94,1,1,0,118383.18
642,Germany,Female,30,5,129753.69,1,1,0,582.53
697,France,Male,36,7,0.0,2,1,1,74760.32
813,France,Male,32,1,122889.88,1,1,1,26476.18
617,France,Female,24,4,137295.19,2,1,1,91195.12
605,Germany,Male,75,2,61319.63,1,0,1,186655.11
620,France,Female,29,1,138740.24,2,0,0,154700.61
645,Germany,Female,37,2,136925.09,2,0,1,153400.24
592,France,Male,36,1,126477.42,1,0,0,179718.17
669,France,Female,38,8,0.0,2,1,0,84049.16
512,France,Female,41,6,0.0,1,1,1,100507.81
640,Spain,Female,46,8,0.0,2,1,0,89043.19
546,Spain,Male,25,7,127728.24,2,1,1,105279.74
627,France,Male,37,2,125190.86,1,0,1,84584.69
439,Spain,Male,52,3,96196.24,4,1,0,198874.52
749,France,Female,60,6,0.0,1,1,0,17978.68
477,Spain,Male,31,9,0.0,2,0,1,184061.17
680,Spain,Female,34,7,0.0,2,1,0,98949.85
514,France,Male,35,3,121030.9,1,1,0,10008.68
677,France,Female,27,2,0.0,2,0,1,114685.92
401,Germany,Male,48,8,128140.17,1,1,0,175753.55
562,France,Male,45,6,136855.24,1,1,0,46864.0
703,France,Female,45,5,0.0,2,1,0,131906.44
590,Germany,Male,36,6,92340.69,2,1,1,174667.58
696,Germany,Male,30,4,114027.7,1,1,1,193716.56
539,France,Female,47,2,127286.04,2,1,1,166929.43
740,Germany,Female,36,4,109044.6,1,0,0,94554.74
597,France,Female,28,0,142705.95,1,1,0,127233.39
642,France,Male,26,0,0.0,1,0,0,47472.68
606,Germany,Female,32,1,106301.85,2,0,1,59061.25
566,Spain,Male,32,10,147511.26,1,1,1,159891.03
598,Spain,Female,64,1,62979.93,1,1,1,152273.57
677,France,Female,24,0,148298.59,2,0,0,182913.95
722,France,Male,30,5,0.0,2,1,0,166376.54
752,Spain,Female,35,2,0.0,1,1,0,44335.54
709,France,Male,42,9,118546.71,1,0,1,77142.85
634,France,Male,45,9,0.0,2,0,0,17622.82
736,France,Male,54,7,111729.47,2,0,1,84920.49
511,Germany,Female,40,9,124401.6,1,1,0,198814.24
673,France,Male,31,1,108345.22,1,0,1,38802.03
703,Spain,Male,73,5,137761.55,1,1,1,159677.46
461,Spain,Female,25,6,0.0,2,1,1,15306.29
633,France,Female,60,8,69365.25,1,1,1,10288.24
706,Spain,Male,38,8,0.0,2,0,1,46635.11
679,France,Male,40,1,0.0,1,1,1,16897.19
597,France,Male,67,2,0.0,2,0,1,108645.85
479,France,Male,40,1,0.0,2,0,0,114996.43
750,France,Male,43,6,113882.31,1,1,1,74564.41
581,France,Male,25,5,77886.53,2,1,0,150319.49
632,France,Male,44,3,107764.75,1,1,0,185667.72
494,Spain,Female,41,2,69974.66,2,1,0,188426.13
726,France,Male,31,9,0.0,2,1,1,106117.3
718,France,Female,29,3,0.0,1,0,1,134462.29
547,France,Female,38,5,167539.97,1,0,1,159207.34
619,Spain,Male,52,8,0.0,2,1,1,123242.11
558,Spain,Male,45,4,0.0,1,1,0,131807.14
682,France,Male,50,6,121818.84,2,0,1,124151.37
677,Spain,Female,34,4,0.0,2,1,1,6175.53
529,France,Female,31,2,164003.05,2,1,1,60993.23
775,France,Male,52,8,109922.61,1,1,1,96823.32
703,France,Male,37,8,105961.68,2,0,1,74158.8
730,Spain,Male,62,5,112181.08,1,0,1,61513.87
737,France,Female,70,9,87542.89,2,1,1,42576.86
605,France,Female,51,3,136188.78,1,1,1,67110.59
627,Germany,Male,52,1,76101.81,2,0,1,177238.35
790,Spain,Male,32,3,0.0,1,1,0,91044.47
